ID_cliente	Data_Compra	Quantia_Compra	Canal_Compra	Categoria_Produto
2267	2015-07-31	199.31	Marketplace	Esporte
873	2014-09-21	52.68	Marketplace	Casa e Decoração
2728	2014-06-08	675.96	Site	Beleza
2126	2014-02-24	1336.84	Loja Física	Casa e Decoração
1042	2015-03-25	121.09	Loja Física	Eletrônicos
1872	2013-06-05	1339.93	Marketplace	Livros
1550	2014-03-28	109.88	App	Esporte
1476	2015-11-27	230.03	Site	Beleza
3113	2014-05-12	101.7	Loja Física	Casa e Decoração
1471	2014-11-01	2593.89	Site	Casa e Decoração
938	2014-12-22	204.58	Marketplace	Livros
2843	2015-08-01	192.3	Marketplace	Beleza
2242	2014-09-25	1966.56	Site	Eletrônicos
3474	2013-05-26	160.93	App	Eletrônicos
521	2013-12-19	2892.31	Loja Física	Livros
638	2015-01-02	66.56	App	Eletrônicos
1287	2014-12-02	404.65	Site	Casa e Decoração
2967	2013-08-03	1594.59	App	Beleza
1082	2015-04-07	56.58	App	Vestuário
1546	2013-11-13	277.38	Site	Eletrônicos
641	2013-04-16	970.56	App	Esporte
1436	2015-07-27	73.72	Loja Física	Livros
346	2014-07-25	281.1	Marketplace	Beleza
3311	2015-06-19	75.96	Site	Vestuário
3410	2014-12-03	135.23	Site	Vestuário
205	2013-01-03	72.03	Marketplace	Esporte
1367	2013-08-21	352.86	App	Esporte
1825	2014-07-13	351.25	Marketplace	Casa e Decoração
2035	2014-06-26	49.49	Loja Física	Eletrônicos
2794	2013-12-16	19.48	Marketplace	Beleza
2623	2014-09-02	22.89	Site	Vestuário
3292	2013-07-17	426.43	Marketplace	Casa e Decoração
409	2015-02-10	157.65	Marketplace	Eletrônicos
1147	2015-06-01	125.48	App	Livros
2799	2014-07-08	2716.71	Marketplace	Eletrônicos
3140	2014-03-21	85.4	Marketplace	Beleza
573	2013-10-21	181.57	App	Esporte
1990	2015-03-31	268.99	Marketplace	Eletrônicos
268	2015-03-14	2956.54	Marketplace	Livros
3009	2015-07-12	2875.17	Loja Física	Eletrônicos
335	2014-02-28	64.89	Site	Vestuário
1842	2015-01-16	2786.72	Site	Beleza
1737	2013-04-01	171.39	Loja Física	Beleza
2278	2014-01-19	101.27	Marketplace	Esporte
849	2013-03-12	105.26	Site	Beleza
336	2015-01-21	196.2	Marketplace	Esporte
843	2015-08-19	45.04	App	Livros
1347	2015-03-01	325.7	Loja Física	Casa e Decoração
1672	2015-02-18	82.79	Marketplace	Livros
2660	2015-01-22	101.16	Loja Física	Casa e Decoração
690	2015-08-11	264.06	Marketplace	Beleza
3216	2013-03-09	1124.42	Marketplace	Vestuário
809	2015-07-13	250.73	App	Beleza
2329	2014-10-29	2950.05	Loja Física	Casa e Decoração
1871	2015-01-02	265.53	Loja Física	Beleza
1079	2015-03-16	227.65	Site	Livros
1428	2013-05-26	2329.43	Marketplace	Esporte
1142	2014-01-04	61.93	Marketplace	Vestuário
2799	2013-06-08	1335.18	Site	Vestuário
438	2013-10-18	279.49	App	Eletrônicos
1937	2014-11-08	405.79	Marketplace	Eletrônicos
1724	2015-02-06	2102.98	App	Casa e Decoração
2947	2015-12-02	489.59	Marketplace	Beleza
58	2014-03-19	93.42	Loja Física	Esporte
698	2014-02-03	262.36	Loja Física	Casa e Decoração
2926	2014-01-09	433.35	Marketplace	Beleza
2260	2013-02-18	88.18	App	Beleza
1137	2013-04-15	18.41	Site	Beleza
3496	2013-01-28	327.16	Loja Física	Casa e Decoração
1661	2013-01-12	1932.62	Site	Vestuário
1590	2013-06-28	169.19	Site	Beleza
964	2013-12-28	274.47	Site	Livros
485	2015-04-15	495.21	App	Esporte
1108	2013-11-20	1596.49	Site	Esporte
840	2014-05-20	2831.69	Site	Vestuário
2632	2013-03-02	213.34	Loja Física	Esporte
2912	2015-10-26	97.17	Marketplace	Eletrônicos
2321	2013-02-22	189.17	Loja Física	Esporte
1858	2013-05-08	50.47	Site	Beleza
2539	2015-06-16	69.58	App	Casa e Decoração
2912	2014-01-16	267.76	Site	Beleza
1721	2013-10-02	216.17	Marketplace	Vestuário
642	2013-10-30	57.52	App	Vestuário
488	2013-04-13	239.83	Site	Vestuário
1992	2015-06-26	49.24	Marketplace	Casa e Decoração
2878	2013-05-21	239.94	Site	Casa e Decoração
2926	2014-10-28	445.44	Marketplace	Beleza
2873	2013-01-10	2858.16	Marketplace	Casa e Decoração
2952	2015-04-12	1306.32	Marketplace	Eletrônicos
3419	2013-07-11	1633.7	Site	Livros
21	2013-11-14	82.19	Loja Física	Esporte
894	2015-03-30	119.0	Loja Física	Beleza
3259	2015-06-06	186.68	App	Eletrônicos
3387	2015-07-28	268.21	App	Casa e Decoração
2171	2013-06-04	473.7	Marketplace	Esporte
1562	2013-05-06	229.97	Marketplace	Casa e Decoração
3446	2014-12-13	358.83	Site	Beleza
2325	2014-07-05	751.89	Site	Casa e Decoração
2126	2015-05-07	634.93	Marketplace	Beleza
1659	2014-07-11	368.69	Site	Vestuário
322	2014-01-16	2103.24	Loja Física	Livros
2790	2015-09-10	40.89	Loja Física	Vestuário
869	2014-02-22	29.03	Loja Física	Livros
601	2015-01-19	87.96	App	Eletrônicos
1782	2014-02-26	93.49	Loja Física	Casa e Decoração
1055	2014-10-23	445.22	Marketplace	Livros
701	2014-08-27	298.98	Marketplace	Eletrônicos
2117	2013-05-13	271.33	Site	Casa e Decoração
885	2013-06-24	365.71	Site	Vestuário
3258	2015-11-03	285.15	App	Eletrônicos
1710	2015-04-21	177.02	Site	Eletrônicos
1414	2013-09-30	183.8	App	Casa e Decoração
2722	2013-03-27	38.45	App	Casa e Decoração
1620	2015-05-06	1804.13	Loja Física	Esporte
2316	2015-11-20	487.34	Site	Casa e Decoração
3276	2014-02-05	58.83	Site	Livros
1479	2013-07-24	84.08	Marketplace	Eletrônicos
2768	2015-04-29	259.68	Marketplace	Eletrônicos
1519	2015-05-30	126.51	Site	Vestuário
1590	2013-02-10	267.84	Site	Beleza
1659	2013-09-18	274.17	Loja Física	Beleza
2117	2015-02-07	290.08	Site	Eletrônicos
1591	2015-12-19	416.89	Loja Física	Livros
2411	2015-07-13	33.96	Marketplace	Vestuário
2971	2014-07-13	449.4	Site	Eletrônicos
2159	2013-08-05	204.11	Marketplace	Casa e Decoração
2612	2015-02-28	216.37	App	Eletrônicos
3094	2013-08-28	97.02	App	Casa e Decoração
840	2013-09-05	1468.54	Loja Física	Casa e Decoração
1378	2013-07-30	1416.48	Site	Esporte
2954	2014-07-11	71.99	Marketplace	Vestuário
2954	2015-09-04	201.33	Marketplace	Esporte
2203	2014-08-26	27.02	Loja Física	Esporte
1223	2014-02-07	140.35	Site	Esporte
1120	2014-10-22	73.33	Site	Vestuário
366	2014-03-07	70.11	Marketplace	Beleza
1805	2014-09-25	84.72	App	Esporte
2029	2015-08-07	268.15	Site	Esporte
1262	2015-03-14	109.99	Site	Vestuário
1128	2014-07-07	91.18	Site	Beleza
1434	2015-10-27	164.28	Loja Física	Beleza
1297	2014-03-11	484.34	App	Casa e Decoração
3423	2014-07-06	139.91	Marketplace	Livros
1998	2014-11-21	165.69	App	Esporte
1467	2013-05-06	323.03	Site	Esporte
1127	2014-07-21	104.63	App	Vestuário
274	2013-09-01	168.49	App	Casa e Decoração
1045	2013-03-09	186.54	Marketplace	Vestuário
1049	2013-10-20	297.61	Marketplace	Casa e Decoração
115	2013-02-16	476.81	Marketplace	Livros
2423	2013-02-10	42.14	Marketplace	Beleza
1347	2014-04-20	72.5	Marketplace	Esporte
2870	2015-09-28	116.53	Loja Física	Esporte
100	2014-12-26	394.95	Loja Física	Esporte
2967	2013-02-17	1565.46	Site	Casa e Decoração
3311	2015-04-16	57.69	App	Eletrônicos
2494	2013-05-09	1597.27	Site	Vestuário
192	2013-10-21	126.09	Site	Esporte
100	2014-01-03	313.31	Loja Física	Livros
310	2015-06-23	165.52	Marketplace	Vestuário
2160	2013-04-23	368.73	App	Vestuário
824	2015-10-30	80.7	App	Esporte
3350	2015-10-10	1165.81	App	Casa e Decoração
1325	2014-08-03	106.56	Site	Vestuário
726	2014-05-19	2375.15	App	Livros
3009	2014-12-03	385.39	Site	Livros
970	2014-02-14	406.39	App	Eletrônicos
725	2013-08-29	1382.27	App	Livros
2978	2014-06-23	2452.72	App	Livros
2618	2014-05-13	133.05	Loja Física	Beleza
2389	2014-02-03	42.53	Site	Livros
2199	2015-07-19	510.89	Site	Eletrônicos
2187	2015-12-25	36.55	Loja Física	Beleza
2323	2013-12-04	289.63	Marketplace	Beleza
3475	2015-12-04	60.64	Loja Física	Esporte
2828	2013-05-05	631.9	Site	Beleza
3491	2015-09-10	2747.54	Site	Livros
2785	2015-07-11	194.2	App	Beleza
1042	2013-05-11	136.97	Site	Casa e Decoração
974	2015-07-14	362.28	Site	Esporte
3435	2015-03-15	36.94	Site	Vestuário
1768	2014-06-22	2909.96	Site	Eletrônicos
1674	2014-12-08	198.22	Loja Física	Esporte
159	2013-02-18	103.41	App	Beleza
457	2015-02-10	196.24	Site	Esporte
3311	2013-07-03	36.63	Marketplace	Vestuário
755	2015-12-01	716.07	App	Vestuário
3300	2014-08-29	293.11	Site	Livros
1000	2015-03-09	226.04	Site	Vestuário
3356	2015-01-12	296.53	Site	Eletrônicos
244	2013-08-18	491.9	App	Livros
1045	2014-09-24	178.65	Site	Eletrônicos
1571	2013-04-27	1226.03	Marketplace	Eletrônicos
3409	2013-10-03	126.53	Marketplace	Beleza
1111	2013-04-22	66.17	Site	Esporte
249	2014-03-04	77.51	Loja Física	Livros
187	2015-09-24	109.06	Loja Física	Vestuário
3163	2015-07-19	76.53	Marketplace	Casa e Decoração
3478	2013-08-23	636.13	Loja Física	Livros
199	2015-05-24	2356.35	Site	Vestuário
2467	2014-01-06	643.41	Marketplace	Beleza
1540	2015-12-27	198.21	Site	Beleza
953	2013-11-25	476.23	App	Casa e Decoração
2027	2014-12-13	181.66	App	Beleza
3257	2015-03-26	36.55	Site	Esporte
3253	2014-10-30	2565.94	App	Casa e Decoração
252	2014-09-04	164.58	Marketplace	Beleza
2955	2015-07-15	235.43	Site	Casa e Decoração
3352	2014-08-22	396.34	Marketplace	Casa e Decoração
3487	2015-06-14	142.78	App	Livros
1747	2013-01-10	116.82	App	Eletrônicos
1404	2015-04-27	279.31	Loja Física	Eletrônicos
1313	2013-01-11	190.86	App	Beleza
1775	2013-01-06	189.68	App	Beleza
3344	2015-10-21	98.34	Loja Física	Casa e Decoração
2418	2015-04-15	256.6	Marketplace	Vestuário
1783	2014-01-11	1612.69	App	Eletrônicos
1476	2015-08-10	119.16	Site	Eletrônicos
2240	2013-11-20	131.23	Site	Vestuário
1965	2013-12-24	186.83	App	Casa e Decoração
2462	2015-02-22	2941.38	Site	Beleza
1331	2014-10-26	288.21	App	Esporte
1634	2015-08-24	333.52	Loja Física	Vestuário
2348	2014-11-05	174.11	Site	Livros
3450	2014-10-04	45.19	Site	Casa e Decoração
1764	2014-08-24	92.01	Loja Física	Beleza
2060	2014-04-02	474.79	App	Vestuário
444	2015-08-28	2026.37	Site	Eletrônicos
2009	2013-04-01	47.75	App	Esporte
1607	2013-05-10	63.08	Marketplace	Vestuário
726	2013-02-22	1780.69	Loja Física	Eletrônicos
1059	2013-01-06	106.1	App	Esporte
2632	2013-07-28	196.98	App	Eletrônicos
100	2015-01-12	327.65	Site	Casa e Decoração
3170	2014-08-19	210.93	Site	Eletrônicos
64	2014-09-06	73.99	App	Eletrônicos
3061	2014-01-18	88.62	Marketplace	Casa e Decoração
920	2013-03-15	254.95	Site	Casa e Decoração
1115	2015-02-04	56.96	Loja Física	Esporte
173	2014-02-24	76.83	Marketplace	Eletrônicos
3443	2015-06-26	2519.52	Marketplace	Livros
3141	2015-04-04	91.7	App	Eletrônicos
727	2015-01-18	250.39	App	Esporte
713	2014-10-04	490.22	App	Esporte
3384	2015-09-20	155.02	Marketplace	Esporte
2170	2013-09-27	448.79	Loja Física	Casa e Decoração
1367	2014-05-31	319.11	Loja Física	Esporte
2261	2015-10-16	241.12	Site	Livros
774	2013-06-07	207.67	App	Casa e Decoração
3478	2015-02-25	1833.91	Marketplace	Vestuário
2473	2014-06-20	267.82	Marketplace	Vestuário
712	2015-01-05	183.11	App	Esporte
2430	2014-05-13	2250.68	Marketplace	Eletrônicos
355	2015-11-23	447.99	Loja Física	Eletrônicos
2523	2014-04-24	122.51	Site	Vestuário
701	2014-06-29	93.48	Marketplace	Eletrônicos
2331	2013-07-21	34.51	Marketplace	Vestuário
840	2015-11-11	1558.88	Loja Física	Esporte
2545	2014-01-29	2090.18	Loja Física	Esporte
3265	2014-01-06	445.64	App	Livros
2873	2014-05-05	2612.27	Marketplace	Esporte
2729	2013-07-20	1363.07	App	Beleza
353	2013-03-12	410.55	App	Esporte
2061	2013-01-31	219.89	Site	Esporte
986	2013-09-30	104.25	Loja Física	Livros
406	2014-04-03	130.0	Site	Beleza
1731	2014-07-19	86.6	Loja Física	Casa e Decoração
2596	2015-08-27	308.29	Loja Física	Beleza
769	2014-05-19	139.43	Site	Beleza
1768	2013-11-29	331.26	App	Vestuário
2146	2015-09-24	196.39	App	Beleza
597	2013-07-09	134.05	Loja Física	Beleza
558	2015-11-19	583.33	Site	Casa e Decoração
39	2015-02-13	244.72	App	Livros
2887	2015-03-08	626.62	Loja Física	Livros
837	2014-11-13	41.83	Loja Física	Vestuário
918	2015-02-12	176.28	App	Eletrônicos
2056	2013-06-19	128.65	App	Casa e Decoração
920	2014-07-24	228.53	App	Casa e Decoração
1638	2013-10-28	207.85	App	Beleza
851	2014-09-20	496.23	Marketplace	Casa e Decoração
1462	2014-06-11	188.44	Marketplace	Casa e Decoração
326	2014-08-04	111.29	App	Beleza
1041	2013-05-20	245.52	Site	Casa e Decoração
444	2015-11-14	2317.38	Marketplace	Casa e Decoração
1338	2013-02-05	134.45	Loja Física	Casa e Decoração
814	2013-06-18	158.43	Site	Eletrônicos
808	2013-07-20	45.21	Marketplace	Casa e Decoração
884	2014-03-25	196.12	Marketplace	Vestuário
2627	2015-06-23	2265.88	App	Vestuário
558	2013-08-25	659.67	Loja Física	Livros
707	2015-12-16	212.9	Loja Física	Vestuário
963	2013-10-09	78.72	Marketplace	Vestuário
152	2014-09-02	276.78	App	Vestuário
2896	2013-04-11	474.33	Marketplace	Vestuário
552	2015-09-30	283.26	App	Vestuário
320	2013-01-02	288.94	Site	Livros
1619	2014-12-31	107.12	Site	Beleza
3290	2013-11-22	476.37	App	Casa e Decoração
3070	2013-05-05	180.33	Loja Física	Esporte
398	2013-07-24	245.73	App	Vestuário
1968	2015-10-15	250.83	Site	Casa e Decoração
445	2013-01-05	235.28	App	Casa e Decoração
653	2014-09-25	137.96	Marketplace	Livros
322	2015-06-30	557.33	Loja Física	Esporte
2361	2014-03-18	80.02	Site	Livros
3394	2013-03-07	131.9	Loja Física	Livros
2602	2015-07-31	829.92	Site	Vestuário
981	2014-04-11	15.51	Marketplace	Vestuário
1023	2015-09-11	276.23	Loja Física	Beleza
380	2013-10-05	52.56	App	Beleza
2170	2015-06-04	470.54	Loja Física	Vestuário
1011	2013-08-17	183.6	Site	Beleza
2689	2014-07-30	108.54	Site	Eletrônicos
1551	2013-06-07	126.03	Site	Eletrônicos
300	2015-08-08	271.85	Loja Física	Beleza
1435	2013-04-26	281.43	Loja Física	Eletrônicos
1304	2014-08-31	292.84	Marketplace	Beleza
1373	2013-08-28	104.82	Loja Física	Beleza
452	2015-08-24	129.33	Loja Física	Eletrônicos
746	2015-04-22	387.68	App	Vestuário
2050	2015-08-31	2982.44	App	Beleza
3399	2013-07-06	115.59	App	Esporte
249	2015-03-07	91.26	Site	Eletrônicos
591	2013-06-09	291.18	Site	Beleza
3404	2014-11-08	126.43	Loja Física	Livros
3023	2013-06-27	73.72	Site	Beleza
94	2013-03-17	66.79	App	Esporte
2536	2013-12-24	212.65	Site	Esporte
547	2014-07-31	2576.81	App	Livros
2346	2015-10-10	1252.97	Marketplace	Esporte
307	2015-01-29	62.78	Loja Física	Vestuário
1355	2014-04-07	125.85	App	Vestuário
2926	2014-02-22	248.44	App	Beleza
1496	2015-02-26	385.41	Marketplace	Livros
1701	2013-06-01	163.11	Loja Física	Casa e Decoração
2834	2014-11-18	283.72	App	Livros
2654	2013-03-30	63.6	App	Vestuário
1287	2015-07-11	289.58	Site	Beleza
268	2015-03-27	312.0	App	Esporte
2176	2014-03-31	393.47	Loja Física	Casa e Decoração
1345	2014-12-04	93.33	App	Vestuário
3229	2013-07-16	238.5	App	Casa e Decoração
2869	2014-06-07	15.65	App	Vestuário
2947	2015-08-11	324.98	Marketplace	Esporte
99	2015-11-15	874.69	App	Casa e Decoração
3454	2014-04-05	72.67	Marketplace	Casa e Decoração
2690	2015-07-09	92.55	Marketplace	Casa e Decoração
442	2014-08-22	2781.53	Loja Física	Livros
2707	2014-09-14	145.85	Marketplace	Casa e Decoração
1428	2014-06-08	1838.54	App	Eletrônicos
2842	2015-07-17	285.12	Marketplace	Beleza
3228	2014-10-13	92.79	Loja Física	Casa e Decoração
1842	2015-04-08	2897.56	App	Casa e Decoração
347	2014-04-01	2102.11	App	Beleza
1704	2013-11-13	155.32	Marketplace	Eletrônicos
77	2013-01-18	375.74	App	Esporte
2241	2014-01-26	193.18	Marketplace	Casa e Decoração
1590	2015-01-21	141.76	Site	Beleza
255	2013-02-11	382.28	Marketplace	Casa e Decoração
2777	2013-08-10	197.88	App	Eletrônicos
2297	2014-03-09	145.39	Loja Física	Beleza
2001	2014-03-31	35.75	App	Eletrônicos
234	2013-07-07	153.14	Loja Física	Vestuário
3305	2015-09-20	62.58	App	Beleza
2926	2013-04-27	298.35	Site	Beleza
746	2013-08-05	488.62	Site	Beleza
1188	2013-12-13	270.65	Loja Física	Eletrônicos
151	2015-03-30	1984.34	Marketplace	Beleza
974	2013-01-04	317.48	Loja Física	Esporte
744	2015-01-29	200.02	Marketplace	Beleza
2613	2013-05-27	176.93	Loja Física	Esporte
3169	2014-05-15	414.85	Marketplace	Eletrônicos
2913	2013-07-25	31.67	Site	Vestuário
2545	2013-12-13	2166.26	Site	Esporte
151	2013-07-16	2565.63	Loja Física	Esporte
3162	2015-02-15	304.83	Loja Física	Eletrônicos
2755	2015-08-07	1421.84	Marketplace	Eletrônicos
138	2013-08-14	106.04	Loja Física	Beleza
786	2014-01-03	180.83	App	Eletrônicos
1995	2014-06-11	238.71	App	Esporte
2199	2013-09-06	1411.38	Loja Física	Beleza
77	2013-11-16	415.73	App	Esporte
1378	2014-11-01	300.89	App	Livros
542	2013-06-21	2564.57	Site	Casa e Decoração
2929	2014-06-24	201.86	Marketplace	Casa e Decoração
2165	2014-11-05	50.89	App	Vestuário
3379	2013-10-11	71.56	App	Vestuário
777	2015-08-07	1962.2	Marketplace	Beleza
3286	2014-02-02	35.74	Marketplace	Eletrônicos
2419	2013-09-24	240.17	Marketplace	Beleza
1500	2015-08-05	105.62	Site	Vestuário
1797	2015-09-29	179.75	Site	Esporte
215	2014-09-05	1913.99	Marketplace	Beleza
1378	2015-07-09	2321.4	Marketplace	Eletrônicos
2204	2015-06-09	2847.32	Loja Física	Livros
148	2015-10-07	63.21	App	Casa e Decoração
3463	2014-10-19	202.25	App	Beleza
1187	2015-08-04	372.63	Marketplace	Eletrônicos
1187	2014-06-06	125.29	Site	Livros
2949	2015-12-04	2744.98	Site	Vestuário
3259	2013-12-22	247.57	Marketplace	Casa e Decoração
866	2015-12-31	200.53	App	Esporte
2713	2014-08-17	491.35	App	Livros
936	2013-05-01	729.49	Loja Física	Vestuário
2250	2014-09-07	46.55	App	Casa e Decoração
3128	2014-02-17	89.81	Site	Vestuário
3438	2014-09-18	405.26	Site	Vestuário
1203	2015-05-05	168.97	Site	Esporte
2092	2015-05-01	2484.71	App	Casa e Decoração
2113	2013-11-01	104.71	Site	Livros
2150	2013-01-02	30.26	Marketplace	Livros
1407	2013-06-09	455.09	Marketplace	Eletrônicos
322	2014-09-29	2654.62	Loja Física	Casa e Decoração
2627	2015-12-19	502.27	Site	Vestuário
230	2014-05-14	1906.75	Loja Física	Eletrônicos
1248	2015-08-06	443.89	App	Eletrônicos
2026	2013-05-12	219.37	Marketplace	Livros
1278	2015-01-26	269.49	Site	Eletrônicos
3029	2015-01-30	47.38	Loja Física	Eletrônicos
110	2014-06-27	1025.72	Site	Beleza
1719	2013-10-11	232.5	App	Beleza
1990	2013-10-27	250.91	Site	Esporte
34	2015-12-14	684.77	Site	Beleza
2859	2015-05-05	228.88	Loja Física	Eletrônicos
1041	2013-06-12	231.58	Site	Esporte
1775	2015-09-02	496.63	App	Vestuário
1523	2014-08-21	66.19	Marketplace	Livros
3484	2014-06-11	227.24	App	Vestuário
1782	2014-02-18	255.11	Loja Física	Beleza
1751	2013-10-03	108.22	App	Casa e Decoração
3030	2014-12-30	173.72	App	Vestuário
1949	2014-08-23	269.86	Marketplace	Vestuário
2276	2014-11-15	2487.16	Site	Vestuário
3223	2014-08-13	121.76	Loja Física	Livros
2276	2014-07-27	623.86	Loja Física	Casa e Decoração
2214	2015-03-30	61.98	Marketplace	Beleza
1836	2014-07-27	217.29	Loja Física	Livros
1191	2015-02-18	133.77	Marketplace	Esporte
602	2014-03-17	93.97	Site	Livros
2931	2013-03-08	231.44	Site	Livros
1192	2014-12-21	142.21	Site	Livros
1293	2014-02-27	1472.41	Site	Eletrônicos
597	2015-01-05	72.69	Marketplace	Eletrônicos
400	2013-07-14	114.64	Marketplace	Casa e Decoração
392	2014-05-02	210.1	Site	Beleza
479	2014-08-26	424.54	Loja Física	Casa e Decoração
283	2015-05-29	186.37	Marketplace	Esporte
1679	2015-07-27	281.59	Site	Casa e Decoração
3114	2015-11-18	106.92	Loja Física	Casa e Decoração
2756	2014-07-25	87.7	Site	Casa e Decoração
1530	2015-09-19	796.19	App	Vestuário
2348	2014-02-18	435.03	Site	Eletrônicos
2257	2013-10-17	282.0	Marketplace	Esporte
979	2015-08-25	79.99	Site	Beleza
2294	2013-10-08	21.36	App	Eletrônicos
2907	2015-02-09	196.31	Site	Livros
1912	2015-03-22	169.86	App	Casa e Decoração
260	2014-08-08	419.72	Loja Física	Eletrônicos
286	2015-02-21	390.55	App	Casa e Decoração
3365	2013-12-15	134.45	Loja Física	Esporte
146	2013-01-21	111.63	Marketplace	Vestuário
574	2015-01-27	2271.17	Site	Vestuário
2073	2013-07-02	242.39	Loja Física	Vestuário
2446	2013-05-07	255.86	Site	Esporte
1816	2015-06-16	419.9	App	Livros
1088	2014-07-09	113.14	Loja Física	Eletrônicos
1634	2014-08-22	402.15	Marketplace	Livros
1721	2014-08-19	62.7	Marketplace	Livros
2899	2014-12-11	132.16	Loja Física	Beleza
832	2013-12-25	134.56	Site	Livros
1530	2013-03-23	1131.05	Marketplace	Livros
1781	2015-02-17	1330.82	Loja Física	Vestuário
2908	2014-11-21	36.27	Marketplace	Beleza
1502	2015-03-03	1811.62	Loja Física	Esporte
3254	2013-10-31	72.58	Marketplace	Esporte
2160	2015-02-02	205.76	Site	Vestuário
1359	2014-06-06	273.4	App	Eletrônicos
626	2014-07-12	33.78	App	Vestuário
2005	2015-12-02	53.28	App	Esporte
2769	2015-03-06	72.54	Loja Física	Esporte
2307	2013-11-15	221.64	Loja Física	Beleza
2202	2015-12-24	134.8	Site	Livros
2365	2013-10-25	1534.91	Site	Esporte
2947	2013-08-05	479.12	Site	Eletrônicos
1467	2013-01-06	93.8	Loja Física	Beleza
2589	2015-07-25	143.67	Loja Física	Esporte
1518	2015-06-20	107.3	Site	Vestuário
1459	2014-09-20	191.22	Site	Livros
1822	2014-04-06	37.69	Marketplace	Beleza
1145	2013-06-14	80.81	Loja Física	Vestuário
269	2015-08-02	273.24	Loja Física	Vestuário
1107	2015-09-29	212.62	Site	Casa e Decoração
1181	2014-05-21	287.16	App	Eletrônicos
308	2015-11-29	445.17	Marketplace	Livros
2728	2013-08-14	1273.44	Marketplace	Vestuário
1653	2014-11-07	97.99	Marketplace	Vestuário
1859	2014-02-04	179.3	App	Eletrônicos
650	2014-08-04	69.3	App	Esporte
1471	2015-11-01	1434.74	App	Beleza
2462	2014-09-16	2184.81	Loja Física	Esporte
2962	2015-09-28	88.77	Site	Eletrônicos
2661	2014-11-07	274.48	Marketplace	Beleza
947	2013-03-23	2719.62	Site	Eletrônicos
1165	2014-03-02	113.79	App	Eletrônicos
1906	2015-05-02	117.27	Marketplace	Livros
2620	2015-10-02	405.14	Marketplace	Eletrônicos
781	2013-06-27	74.64	Site	Casa e Decoração
3001	2013-06-28	61.48	Marketplace	Vestuário
2142	2015-07-02	143.83	Marketplace	Vestuário
3305	2013-03-29	444.51	Loja Física	Vestuário
3099	2014-04-23	87.78	Marketplace	Beleza
863	2013-07-14	39.04	App	Vestuário
2050	2013-09-07	2298.17	Site	Livros
199	2013-01-26	809.94	App	Eletrônicos
2176	2014-05-18	1138.93	Site	Beleza
2585	2013-08-21	2774.63	Site	Eletrônicos
726	2013-01-23	1424.0	Marketplace	Livros
1253	2015-10-25	281.67	Marketplace	Livros
3151	2015-08-15	1672.67	App	Casa e Decoração
2971	2015-10-04	1933.81	Marketplace	Livros
2037	2013-06-24	56.72	Loja Física	Beleza
3197	2014-08-25	71.26	Loja Física	Beleza
2055	2013-12-29	2439.77	App	Eletrônicos
81	2014-02-23	286.03	Marketplace	Beleza
1826	2015-05-22	88.17	App	Vestuário
72	2014-04-14	134.28	App	Eletrônicos
2242	2013-04-12	2659.05	App	Eletrônicos
320	2013-12-11	67.7	Marketplace	Casa e Decoração
2952	2014-04-02	804.8	App	Esporte
1310	2015-06-15	22.16	Marketplace	Livros
233	2013-03-04	175.78	Site	Livros
2060	2013-04-21	185.46	Marketplace	Esporte
1565	2013-05-24	601.74	Marketplace	Beleza
1726	2013-11-08	60.65	Site	Casa e Decoração
1000	2014-10-20	231.81	App	Livros
777	2013-09-04	1164.45	Site	Livros
3071	2015-01-13	96.16	Site	Eletrônicos
111	2014-11-11	309.64	Loja Física	Eletrônicos
3014	2014-07-27	29.04	Loja Física	Vestuário
1430	2014-05-31	39.75	Marketplace	Livros
844	2013-06-08	142.05	Site	Casa e Decoração
215	2015-06-20	546.97	Marketplace	Beleza
556	2013-06-03	235.1	Marketplace	Esporte
2971	2014-08-26	2237.21	Site	Eletrônicos
121	2013-08-01	163.65	App	Esporte
2700	2013-06-15	110.65	Marketplace	Casa e Decoração
3449	2015-10-02	214.64	Loja Física	Vestuário
485	2013-05-04	348.1	App	Esporte
1370	2013-06-14	330.04	App	Eletrônicos
2137	2015-03-15	76.36	App	Beleza
186	2015-05-19	57.72	Marketplace	Esporte
1536	2014-03-15	74.63	Marketplace	Beleza
319	2015-08-07	31.6	Site	Livros
2291	2013-06-26	1579.43	Marketplace	Eletrônicos
2325	2015-09-30	13313.89	Marketplace	Esporte
2994	2013-11-26	2262.37	Site	Beleza
1781	2014-08-18	41982.36	Site	Esporte
1903	2015-10-23	336.71	App	Beleza
3120	2014-11-29	425.07	Loja Física	Livros
2678	2015-04-30	1719.84	App	Esporte
2275	2015-09-24	2151.47	Site	Livros
609	2014-03-06	112.43	Marketplace	Esporte
2982	2015-04-05	165.33	Site	Beleza
1288	2015-10-03	289.08	App	Casa e Decoração
1706	2015-03-03	2683.11	Site	Casa e Decoração
2626	2015-05-08	53.86	Loja Física	Vestuário
434	2013-12-21	1168.83	Loja Física	Casa e Decoração
255	2013-12-02	1380.38	Site	Livros
2807	2013-01-07	184.44	App	Casa e Decoração
3373	2015-06-28	92.75	Site	Livros
3343	2015-05-15	77.88	App	Beleza
1546	2013-01-05	140.65	Loja Física	Beleza
3355	2013-05-05	72.03	Marketplace	Casa e Decoração
357	2015-07-31	2034.68	Marketplace	Esporte
1687	2014-05-16	2042.51	Site	Esporte
